delivery_id,order_id,delivery_status,delivery_time,rider_id
1828,3013,Delivered,10:54:07,26
1829,7672,Delivered,16:15:27,6
1830,9549,Delivered,18:24:32,33
1831,9978,Delivered,10:31:50,22
1832,3081,Delivered,18:27:30,22
1833,3521,Delivered,16:32:03,19
1834,4979,Delivered,09:37:41,8
1835,7620,Delivered,19:07:37,2
1836,4348,Delivered,19:34:48,26
1837,8441,Delivered,08:02:22,10
1838,1347,Delivered,21:21:15,21
1839,7088,Delivered,15:38:34,34
1840,8948,Delivered,22:49:53,19
1841,5652,Delivered,14:51:39,2
1842,8082,Delivered,22:27:51,32
1843,1792,Delivered,20:38:09,6
1844,7429,Delivered,14:36:09,3
1845,9580,Delivered,13:07:00,5
1846,9960,Delivered,19:29:17,26
1847,2271,Delivered,18:01:58,15
1848,9767,Delivered,19:01:53,3
1849,2956,Delivered,22:48:46,17
1850,3444,Delivered,09:09:29,6
1851,7736,Delivered,19:14:30,27
1852,834,Delivered,21:41:26,32
1853,6499,Delivered,09:34:32,19
1854,2992,Delivered,14:32:45,18
1855,7793,Delivered,16:32:58,20
1856,2151,Delivered,22:45:30,19
1857,4023,Delivered,18:03:19,21
1858,7615,Delivered,11:25:43,5
1859,6124,Delivered,08:12:15,13
1860,3339,Delivered,08:17:08,32
1861,4344,Delivered,15:37:01,28
1862,4464,Delivered,11:55:51,31
1863,2376,Delivered,08:20:53,21
1864,9044,Delivered,20:30:26,10
1865,5571,Delivered,19:46:21,22
1866,8599,Delivered,16:40:56,9
1867,8504,Delivered,23:24:27,3
1868,8880,Delivered,15:17:57,12
1869,1887,Delivered,13:48:29,20
1870,1198,Delivered,14:19:25,8
1871,6427,Delivered,14:18:32,31
1872,8911,Delivered,13:02:56,14
1873,2936,Delivered,21:21:06,2
1874,6342,Delivered,20:08:58,14
1875,1430,Delivered,13:19:50,8
1876,6307,Delivered,20:49:29,7
1877,3650,Delivered,19:35:51,11
1878,1938,Delivered,13:43:06,9
1879,5172,Delivered,19:58:13,3
1880,7764,Delivered,14:14:36,6
1881,6393,Delivered,11:12:35,33
1882,1154,Delivered,08:08:38,5
1883,6250,Delivered,19:36:54,24
1884,7037,Delivered,12:13:46,6
1885,4229,Delivered,19:01:32,33
1886,4975,Delivered,17:33:32,2
1887,6401,Delivered,13:56:54,30
1888,3640,Delivered,22:33:27,3
1889,3972,Delivered,18:01:24,17
1890,9594,Delivered,13:35:45,20
1891,3376,Delivered,22:53:41,2
1892,2487,Delivered,16:48:42,13
1893,6954,Delivered,18:25:59,7
1894,606,Delivered,17:44:37,22
1895,7444,Delivered,23:56:12,25
1896,5928,Delivered,14:06:25,23
1897,2454,Delivered,22:49:21,28
1898,3609,Delivered,09:46:15,28
1899,1484,Delivered,20:37:13,22
1900,4519,Delivered,15:27:31,26
1901,3038,Delivered,23:20:32,3
1902,9352,Delivered,20:53:24,32
1903,7692,Delivered,20:05:41,15
1904,4116,Delivered,20:24:04,24
1905,1427,Delivered,19:15:45,34
1906,497,Delivered,08:42:17,22
1907,3353,Delivered,17:53:35,5
1908,8794,Delivered,20:01:21,9
1909,759,Delivered,13:13:33,15
1910,838,Delivered,16:11:08,33
1911,4327,Delivered,10:03:38,33
1912,2128,Delivered,18:20:01,10
1913,1023,Delivered,19:29:02,23
1914,8762,Delivered,14:03:38,2
1915,5614,Delivered,11:58:06,26
1916,5581,Delivered,16:08:27,23
1917,1058,Delivered,12:46:42,10
1918,9542,Delivered,23:23:53,20
1919,6856,Delivered,09:53:24,25
1920,7349,Delivered,15:22:48,23
1921,9045,Delivered,19:11:53,12
1922,2129,Delivered,17:21:02,23
1923,2767,Delivered,08:19:27,24
1924,2109,Delivered,08:07:29,16
1925,3617,Delivered,14:05:46,8
1926,1545,Delivered,16:29:13,6
1927,6914,Delivered,19:51:58,2
1928,1719,Delivered,10:34:51,21
1929,7435,Delivered,14:16:07,4
1930,7365,Delivered,22:41:41,20
1931,6235,Delivered,10:15:15,30
1932,725,Delivered,23:51:53,6
1933,6673,Delivered,23:43:45,31
1934,8029,Delivered,17:06:31,2
1935,5492,Delivered,20:21:58,5
1936,1128,Delivered,14:13:10,14
1937,2957,Delivered,23:29:44,26
1938,5156,Delivered,12:23:17,9
1939,4817,Delivered,16:55:49,21
1940,6202,Delivered,17:12:01,29
1941,6224,Delivered,19:50:26,23
1942,8686,Delivered,09:44:24,12
1943,7114,Delivered,22:36:39,26
1944,5275,Delivered,11:04:13,34
1945,8536,Delivered,21:28:51,34
1946,3044,Delivered,16:01:37,12
1947,6912,Delivered,12:29:20,10
1948,150,Delivered,10:17:30,2
1949,7574,Delivered,15:44:13,23
1950,4206,Delivered,19:52:13,34
1951,5493,Delivered,19:09:19,34
1952,2690,Delivered,11:57:43,33
1953,4221,Delivered,12:36:31,34
1954,9102,Delivered,19:22:24,21
1955,842,Delivered,20:13:31,32
1956,8137,Delivered,18:52:14,25
1957,6438,Delivered,10:55:58,27
1958,9700,Delivered,23:25:52,14
1959,6200,Delivered,16:16:01,5
1960,2795,Delivered,13:12:37,32
1961,7626,Delivered,15:50:31,33
1962,8475,Delivered,12:54:32,23
1963,7890,Delivered,23:09:02,11
1964,6608,Delivered,16:16:05,28
1965,9195,Delivered,19:20:21,20
1966,8248,Delivered,23:50:26,1
1967,1393,Delivered,21:30:42,34
1968,1922,Delivered,17:10:10,24
1969,7019,Delivered,22:30:56,15
1970,3622,Delivered,15:25:29,1
1971,4849,Delivered,14:15:20,14
1972,2292,Delivered,22:54:00,14
1973,2134,Delivered,09:05:29,32
1974,551,Delivered,19:01:43,8
1975,1741,Delivered,20:48:57,4
1976,5290,Delivered,20:51:05,26
1977,1818,Delivered,17:21:44,29
1978,4699,Delivered,12:53:04,32
1979,5182,Delivered,09:09:47,32
1980,3019,Delivered,09:56:42,17
1981,18,Delivered,09:14:10,11
1982,1771,Delivered,08:06:56,10
1983,1889,Delivered,19:55:01,10
1984,2153,Delivered,22:07:30,18
1985,1643,Delivered,21:52:12,3
1986,7847,Delivered,23:43:22,8
1987,4194,Delivered,11:49:09,25
1988,9433,Delivered,15:19:54,15
1989,8899,Delivered,20:39:44,11
1990,534,Delivered,10:26:38,11
1991,133,Delivered,11:58:07,10
1992,7723,Delivered,19:00:02,11
1993,8459,Delivered,23:18:50,33
1994,965,Delivered,23:36:23,2
1995,8720,Delivered,13:02:17,4
1996,6413,Delivered,12:06:44,20
1997,8286,Delivered,14:42:32,16
1998,7854,Delivered,23:56:56,29
1999,1096,Delivered,19:44:33,5
2000,6930,Delivered,18:40:45,17
2001,9255,Delivered,09:47:53,33
2002,1562,Delivered,08:22:20,19
2003,1671,Delivered,23:20:04,5
2004,6088,Delivered,10:44:36,3
2005,6670,Delivered,09:36:37,32
2006,5934,Delivered,19:04:33,8
2007,8830,Delivered,16:29:28,24
2008,7946,Delivered,08:01:43,3
2009,3509,Delivered,17:43:10,13
2010,2003,Delivered,21:23:48,27
2011,5867,Delivered,19:59:09,33
2012,169,Delivered,16:22:45,20
2013,2589,Delivered,11:20:12,10
2014,5906,Delivered,23:53:40,23
2015,9530,Delivered,15:03:38,34
2016,6385,Delivered,20:00:37,15
2017,7825,Delivered,19:27:14,1
2018,9780,Delivered,23:11:13,2
2019,4630,Delivered,23:25:27,20
2020,8561,Delivered,22:57:15,10
2021,9292,Delivered,21:08:17,13
2022,6875,Delivered,10:41:30,16
2023,6522,Delivered,22:32:54,14
2024,8980,Delivered,18:42:09,4
2025,6648,Delivered,16:16:37,32
2026,9826,Delivered,20:06:35,21
2027,211,Delivered,14:00:24,31
2028,5279,Delivered,08:11:32,25
2029,1920,Delivered,20:24:34,28
2030,719,Delivered,16:06:40,11
2031,4869,Delivered,11:45:11,22
2032,7835,Delivered,20:09:47,34
2033,1299,Delivered,11:36:13,14
2034,9194,Delivered,16:40:27,8
2035,4618,Delivered,22:50:30,10
2036,3129,Delivered,13:12:23,10
2037,9796,Delivered,11:37:35,20
2038,3980,Delivered,13:40:00,15
2039,9925,Delivered,21:22:55,25
2040,8318,Delivered,16:13:30,31
2041,4394,Delivered,19:25:02,19
2042,1288,Delivered,14:45:50,1
2043,4356,Delivered,08:53:16,20
2044,7014,Delivered,17:08:24,2
2045,3886,Delivered,17:08:01,30
2046,5750,Delivered,11:51:18,4
2047,9170,Delivered,11:03:59,10
2048,2408,Delivered,14:36:27,5
2049,2014,Delivered,11:23:58,13
2050,5154,Delivered,16:52:00,8
2051,8552,Delivered,08:43:20,20
2052,4377,Delivered,15:23:16,12
2053,8823,Delivered,19:15:11,14
2054,4274,Delivered,15:09:04,12
2055,5826,Delivered,12:44:45,28
2056,6700,Delivered,22:56:51,6
2057,7244,Delivered,11:27:21,22
2058,450,Delivered,08:39:20,11
2059,2228,Delivered,08:19:41,16
2060,5757,Delivered,12:35:56,24
2061,811,Delivered,23:31:17,7
2062,4181,Delivered,16:20:37,25
2063,9001,Delivered,15:32:03,2
2064,5439,Delivered,21:57:54,6
2065,7534,Delivered,23:07:07,34
2066,6370,Delivered,23:07:05,19
2067,8417,Delivered,10:33:50,10
2068,1478,Delivered,15:38:25,33
2069,1791,Delivered,12:06:55,18
2070,2009,Delivered,23:35:39,25
2071,683,Delivered,11:31:18,21
2072,2817,Delivered,11:26:00,31
2073,9432,Delivered,09:29:21,10
2074,3775,Delivered,15:49:10,13
2075,6496,Delivered,20:20:39,7
2076,8879,Delivered,18:23:38,32
2077,7362,Delivered,16:45:00,31
2078,8367,Delivered,23:04:08,30
2079,7475,Delivered,21:44:24,24
2080,47,Delivered,22:30:58,24
2081,31,Delivered,11:00:27,17
2082,8251,Delivered,12:10:09,33
2083,6936,Delivered,15:11:36,21
2084,1469,Delivered,20:19:12,4
2085,1666,Delivered,21:18:56,32
2086,1417,Delivered,10:07:22,18
2087,6481,Delivered,16:46:23,29
2088,4853,Delivered,17:25:51,2
2089,2471,Delivered,15:42:05,28
2090,4374,Delivered,23:56:45,23
2091,8525,Delivered,23:54:09,28
2092,430,Delivered,23:18:26,21
2093,5245,Delivered,15:06:56,32
2094,2120,Delivered,15:42:28,21
2095,386,Delivered,15:48:47,14
2096,1946,Delivered,15:49:29,27
2097,4225,Delivered,10:15:06,9
2098,474,Delivered,16:48:16,28
2099,2130,Delivered,16:11:43,20
2100,6557,Delivered,14:59:30,25
2101,6999,Delivered,11:50:00,5
2102,1056,Delivered,14:01:52,15
2103,3275,Delivered,08:55:56,13
2104,4962,Delivered,13:04:19,5
2105,5364,Delivered,17:41:16,11
2106,5817,Delivered,09:49:46,24
2107,812,Delivered,13:13:53,21
2108,4574,Delivered,20:34:28,12
2109,6138,Delivered,15:48:46,25
2110,2389,Delivered,23:32:24,20
2111,9649,Delivered,19:54:17,25
2112,6226,Delivered,09:08:30,30
2113,112,Delivered,19:30:10,4
2114,8910,Delivered,21:40:25,30
2115,1746,Delivered,20:30:20,6
2116,7852,Delivered,18:58:26,9
2117,1453,Delivered,16:20:28,15
2118,320,Delivered,18:37:14,30
2119,8594,Delivered,22:28:28,23
2120,3334,Delivered,17:20:40,18
2121,1923,Delivered,22:19:35,9
2122,5866,Delivered,11:18:01,3
2123,9529,Delivered,14:37:55,1
2124,3686,Delivered,21:29:32,33
2125,4276,Delivered,19:49:42,18
2126,4890,Delivered,17:42:56,18
2127,5226,Delivered,19:21:22,28
2128,7473,Delivered,13:41:05,15
2129,3606,Delivered,17:10:10,21
2130,1053,Delivered,12:58:36,19
2131,4157,Delivered,15:18:27,20
2132,9677,Delivered,23:51:30,16
2133,100,Delivered,21:58:42,12
2134,7509,Delivered,11:33:11,12
2135,1457,Delivered,18:52:36,28
2136,7689,Delivered,13:51:43,16
2137,4005,Delivered,09:34:28,24
2138,6867,Delivered,18:34:24,26
2139,4510,Delivered,13:07:36,21
2140,3300,Delivered,08:25:39,27
2141,3800,Delivered,13:45:02,30
2142,4282,Delivered,11:13:46,3
2143,9052,Delivered,23:55:00,2
2144,6463,Delivered,09:14:48,17
2145,7913,Delivered,09:16:32,9
2146,1415,Delivered,22:12:43,27
2147,541,Delivered,21:32:12,11
2148,5816,Delivered,09:34:35,26
2149,8200,Delivered,21:24:20,15
2150,3681,Delivered,20:55:01,26
2151,755,Delivered,09:50:32,23
2152,4197,Delivered,14:12:53,1
2153,2651,Delivered,17:01:06,32
2154,4523,Delivered,16:10:28,12
2155,9520,Delivered,19:54:24,12
2156,3119,Delivered,23:30:56,19
2157,3729,Delivered,15:11:53,3
2158,3887,Delivered,13:01:50,9
2159,7108,Delivered,23:27:15,19
2160,8069,Delivered,18:10:19,30
2161,7326,Delivered,15:31:23,9
2162,8484,Delivered,21:08:10,12
2163,8768,Delivered,17:28:43,29
2164,6501,Delivered,09:46:28,4
2165,8427,Delivered,22:52:51,33
2166,7964,Delivered,22:56:50,6
2167,602,Delivered,22:04:05,21
2168,9250,Delivered,16:55:08,5
2169,8920,Delivered,14:59:45,31
2170,6815,Delivered,16:32:52,1
2171,5412,Delivered,08:58:27,2
2172,8748,Delivered,17:37:09,30
2173,5523,Delivered,16:55:19,23
2174,1045,Delivered,19:10:53,18
2175,7335,Delivered,12:27:16,14
2176,1558,Delivered,17:35:14,33
2177,3740,Delivered,08:05:56,22
2178,3523,Delivered,13:36:27,30
2179,181,Delivered,23:43:29,10
2180,2116,Delivered,23:04:49,12
2181,1700,Delivered,19:45:48,31
2182,1380,Delivered,19:59:04,17
2183,7230,Delivered,19:24:15,33
2184,9144,Delivered,17:26:49,13
2185,619,Delivered,22:19:23,25
2186,3182,Delivered,13:24:42,18
2187,9852,Delivered,18:24:13,22
2188,1601,Delivered,09:15:28,19
2189,5964,Delivered,17:22:51,24
2190,1616,Delivered,08:01:42,10
2191,5921,Delivered,14:27:00,29
2192,9592,Delivered,19:53:19,31
2193,3892,Delivered,11:35:08,14
2194,2084,Delivered,17:32:35,15
2195,4575,Delivered,19:01:44,14
2196,5595,Delivered,17:43:02,9
2197,5122,Delivered,21:56:21,4
2198,4588,Delivered,23:43:22,10
2199,4903,Delivered,17:52:57,3
2200,8253,Delivered,16:54:08,14
2201,5917,Delivered,12:34:30,4
2202,5130,Delivered,08:59:23,15
2203,8335,Delivered,11:03:35,5
2204,1919,Delivered,19:03:55,20
2205,8331,Delivered,14:36:37,16
2206,5708,Delivered,10:56:56,28
2207,5385,Delivered,13:30:02,27
2208,6337,Delivered,15:39:26,30
2209,2055,Delivered,12:44:56,20
2210,7613,Delivered,11:12:37,16
2211,9210,Delivered,19:10:16,4
2212,3964,Delivered,11:30:31,28
2213,1127,Delivered,10:34:22,32
2214,3429,Delivered,18:25:02,20
2215,4602,Delivered,15:44:46,4
2216,3722,Delivered,11:54:48,8
2217,2390,Delivered,20:04:38,12
2218,1323,Delivered,13:28:35,17
2219,1604,Delivered,12:45:43,11
2220,7225,Delivered,15:01:21,22
2221,7426,Delivered,19:38:02,2
2222,4337,Delivered,20:21:13,22
2223,5594,Delivered,14:01:38,33
2224,4412,Delivered,19:50:44,28
2225,5859,Delivered,14:44:22,19
2226,9344,Delivered,10:25:04,21
2227,3992,Delivered,13:53:27,18
2228,6080,Delivered,08:19:31,16
2229,1560,Delivered,23:16:28,30
2230,4683,Delivered,09:00:46,2
2231,7558,Delivered,09:09:52,24
2232,3773,Delivered,12:45:28,18
2233,8780,Delivered,11:17:35,29
2234,3458,Delivered,15:33:19,19
2235,8384,Delivered,10:46:33,16
2236,1355,Delivered,23:59:23,26
2237,46,Delivered,09:19:45,22
2238,9873,Delivered,18:09:45,24
2239,749,Delivered,21:47:38,3
2240,7918,Delivered,08:03:34,22
2241,4242,Delivered,17:40:59,34
2242,5629,Delivered,11:53:42,16
2243,4658,Delivered,13:49:49,12
2244,4239,Delivered,19:20:12,11
2245,3461,Delivered,21:47:20,30
2246,7382,Delivered,09:35:17,26
2247,5550,Delivered,17:54:01,4
2248,7076,Delivered,08:30:00,2
2249,5839,Delivered,18:57:58,4
2250,8092,Delivered,22:36:06,19
2251,5475,Delivered,15:57:17,3
2252,3615,Delivered,13:05:33,13
2253,7502,Delivered,16:49:15,7
2254,7054,Delivered,15:00:47,4
2255,7368,Delivered,09:06:51,20
2256,8020,Delivered,22:32:20,19
2257,9639,Delivered,21:37:27,13
2258,9056,Delivered,13:48:02,16
2259,665,Delivered,09:45:04,15
2260,2320,Delivered,12:04:59,9
2261,3543,Delivered,12:58:59,28
2262,3678,Delivered,23:21:23,27
2263,9600,Delivered,14:15:25,17
2264,3092,Delivered,22:39:09,30
2265,676,Delivered,19:51:24,14
2266,8677,Delivered,19:34:59,33
2267,4885,Delivered,16:30:26,16
2268,8080,Delivered,15:53:34,22
2269,1963,Delivered,19:22:34,10
2270,1841,Delivered,17:00:39,5
2271,7169,Delivered,08:18:57,28
2272,9899,Delivered,17:21:21,17
2273,3539,Delivered,23:25:16,21
2274,8027,Delivered,16:58:50,4
2275,4867,Delivered,20:22:13,13
2276,4175,Delivered,19:11:33,4
2277,8089,Delivered,10:10:13,19
2278,4378,Delivered,11:19:34,25
2279,6212,Delivered,16:19:03,27
2280,4767,Delivered,21:02:08,12
2281,412,Delivered,23:24:13,31
2282,614,Delivered,20:44:00,6
2283,6127,Delivered,14:39:45,4
2284,5211,Delivered,14:28:45,4
2285,1431,Delivered,08:03:19,29
2286,2426,Delivered,22:27:35,27
2287,8842,Delivered,21:45:01,9
2288,3834,Delivered,16:18:54,31
2289,4719,Delivered,11:34:44,4
2290,7186,Delivered,23:42:36,22
2291,1418,Delivered,17:02:17,20
2292,7200,Delivered,17:55:26,28
2293,605,Delivered,17:06:50,10
2294,1273,Delivered,20:44:27,27
2295,3965,Delivered,14:08:10,15
2296,6368,Delivered,21:28:27,5
2297,8747,Delivered,11:48:38,20
2298,248,Delivered,23:37:43,12
2299,9227,Delivered,13:19:32,21
2300,1983,Delivered,23:44:00,4
2301,2836,Delivered,09:17:11,2
2302,5376,Delivered,11:19:54,31
2303,200,Delivered,16:53:09,28
2304,486,Delivered,09:28:53,14
2305,6084,Delivered,18:52:36,23
2306,8957,Delivered,23:54:16,15
2307,456,Delivered,11:39:06,28
2308,9799,Delivered,17:40:02,17
2309,8827,Delivered,09:46:59,26
2310,6516,Delivered,12:01:31,33
2311,1722,Delivered,16:30:10,25
2312,7051,Delivered,11:52:00,11
2313,6383,Delivered,23:48:13,2
2314,8166,Delivered,21:51:19,25
2315,5768,Delivered,16:23:16,11
2316,5810,Delivered,19:10:23,19
2317,4627,Delivered,16:16:04,13
2318,863,Delivered,13:02:46,14
2319,2095,Delivered,12:39:09,18
2320,948,Delivered,14:55:28,13
2321,5642,Delivered,19:28:48,19
2322,1445,Delivered,11:45:02,12
2323,1281,Delivered,21:58:42,8
2324,3111,Delivered,09:27:52,1
2325,8953,Delivered,11:08:30,18
2326,7610,Delivered,10:15:28,22
2327,5136,Delivered,20:42:10,21
2328,3017,Delivered,19:54:43,6
2329,2303,Delivered,09:44:39,10
2330,2005,Delivered,21:33:07,29
2331,4581,Delivered,15:29:16,25
2332,8705,Delivered,12:55:12,33
2333,1006,Delivered,20:58:45,9
2334,5139,Delivered,08:50:06,6
2335,4318,Delivered,15:15:49,15
2336,6559,Delivered,21:31:18,14
2337,4388,Delivered,15:34:14,1
2338,2133,Delivered,20:58:46,9
2339,4266,Delivered,16:51:06,10
2340,2058,Delivered,19:09:42,11
2341,5387,Delivered,19:45:59,33
2342,230,Delivered,11:22:08,7
2343,2890,Delivered,21:32:03,4
2344,4473,Delivered,18:50:44,1
2345,6065,Delivered,21:48:22,13
2346,7925,Delivered,19:27:42,25
2347,7650,Delivered,12:50:25,2
2348,8382,Delivered,15:08:46,33
2349,210,Delivered,19:36:12,33
2350,2759,Delivered,19:25:17,7
2351,8472,Delivered,08:24:35,5
2352,2949,Delivered,12:54:42,8
2353,7117,Delivered,17:59:50,25
2354,6331,Delivered,16:41:41,23
2355,1729,Delivered,22:07:05,19
2356,4177,Delivered,12:17:58,17
2357,338,Delivered,13:05:28,5
2358,4985,Delivered,09:15:30,23
2359,6879,Delivered,20:20:32,4
2360,7249,Delivered,18:28:15,14
2361,8453,Delivered,21:15:51,15
2362,1227,Delivered,11:42:32,31
2363,7609,Delivered,14:20:36,6
2364,6828,Delivered,13:26:09,10
2365,3541,Delivered,15:04:57,34
2366,5869,Delivered,22:33:32,30
2367,2112,Delivered,22:33:17,10
2368,2692,Delivered,12:02:56,10
2369,7154,Delivered,13:32:18,14
2370,3708,Delivered,11:15:45,6
2371,1018,Delivered,21:27:39,17
2372,8512,Delivered,16:06:03,20
2373,2808,Delivered,18:35:54,12
2374,5016,Delivered,12:04:52,27
2375,1929,Delivered,18:56:39,23
2376,351,Delivered,21:21:00,30
2377,5174,Delivered,23:51:34,28
2378,4193,Delivered,09:39:18,10
2379,1935,Delivered,23:34:43,8
2380,6902,Delivered,17:01:23,27
2381,4824,Delivered,22:58:15,25
2382,565,Delivered,22:48:05,6
2383,1583,Delivered,18:55:40,10
2384,4695,Delivered,18:48:54,34
2385,2176,Delivered,23:44:15,28
2386,7029,Delivered,17:34:57,27
2387,4881,Delivered,18:08:52,13
2388,2229,Delivered,13:31:59,18
2389,1116,Delivered,15:37:34,2
2390,3127,Delivered,19:24:31,16
2391,3545,Delivered,08:40:20,1
2392,5049,Delivered,12:37:28,4
2393,7477,Delivered,19:58:58,22
2394,822,Delivered,15:46:23,27
2395,6533,Delivered,08:30:38,23
2396,2273,Delivered,18:29:16,19
2397,5546,Delivered,13:43:59,21
2398,82,Delivered,19:32:25,34
2399,1324,Delivered,10:57:42,19
2400,9406,Delivered,22:25:27,20
2401,1615,Delivered,10:12:42,16
2402,832,Delivered,20:55:28,12
2403,3884,Delivered,22:07:35,22
2404,8642,Delivered,22:00:23,13
2405,4465,Delivered,12:30:20,23
2406,5340,Delivered,19:09:21,4
2407,8067,Delivered,20:10:43,9
2408,1650,Delivered,23:38:59,22
2409,4066,Delivered,08:44:18,23
2410,9666,Delivered,08:42:45,30
2411,3039,Delivered,10:16:41,29
2412,3321,Delivered,13:24:37,30
2413,7144,Delivered,11:59:49,19
2414,6890,Delivered,10:39:06,28
2415,5093,Delivered,08:54:07,7
2416,3721,Delivered,15:04:29,1
2417,2424,Delivered,10:59:56,32
2418,750,Delivered,16:21:00,12
2419,5272,Delivered,08:30:57,18
2420,2374,Delivered,20:29:33,4
2421,4694,Delivered,18:34:55,10
2422,9880,Delivered,22:46:26,13
2423,8371,Delivered,16:07:07,27
2424,7320,Delivered,23:54:09,34
2425,4369,Delivered,23:40:28,31
2426,6786,Delivered,12:07:31,15
2427,7402,Delivered,18:10:01,20
2428,1140,Delivered,17:12:57,19
2429,7632,Delivered,22:07:01,18
2430,2232,Delivered,09:40:00,34
2431,2165,Delivered,18:35:18,9
2432,5218,Delivered,12:15:38,5
2433,9445,Delivered,21:10:17,18
2434,9238,Delivered,16:01:16,28
2435,4562,Delivered,11:28:33,8
2436,1571,Delivered,13:17:39,25
2437,173,Delivered,16:05:35,2
2438,7164,Delivered,10:06:02,16
2439,2088,Delivered,21:18:47,17
2440,4668,Delivered,21:21:26,13
2441,4566,Delivered,11:07:35,26
2442,7090,Delivered,19:22:29,13
2443,6570,Delivered,21:08:15,22
2444,4784,Delivered,14:43:38,28
2445,2685,Delivered,16:59:55,19
2446,1833,Delivered,20:56:05,12
2447,8547,Delivered,23:11:52,20
2448,5066,Delivered,20:05:53,2
2449,9131,Delivered,15:43:06,12
2450,9356,Delivered,12:52:40,27
2451,4413,Delivered,09:50:04,3
2452,7208,Delivered,20:22:50,12
2453,9891,Delivered,11:06:03,28
2454,835,Delivered,12:07:47,8
2455,6822,Delivered,13:02:51,17
2456,3782,Delivered,10:40:18,1
2457,9013,Delivered,18:17:50,28
2458,7500,Delivered,11:39:51,14
2459,3425,Delivered,13:53:14,7
2460,66,Delivered,08:43:22,2
2461,2964,Delivered,20:32:21,24
2462,5670,Delivered,09:29:22,32
2463,8963,Delivered,20:19:20,4
2464,355,Delivered,19:28:40,34
2465,8172,Delivered,17:37:50,6
2466,4031,Delivered,09:21:00,28
2467,8535,Delivered,11:50:11,29
2468,3652,Delivered,09:38:20,14
2469,6740,Delivered,14:10:00,2
2470,3298,Delivered,10:01:49,17
2471,4128,Delivered,21:47:38,33
2472,8044,Delivered,12:22:34,32
2473,4768,Delivered,22:32:24,25
2474,473,Delivered,17:18:41,26
2475,3762,Delivered,19:08:37,20
2476,8618,Delivered,14:11:53,13
2477,3567,Delivered,14:25:21,32
2478,2761,Delivered,08:24:39,32
2479,869,Delivered,21:12:23,2
2480,9383,Delivered,16:59:34,26
2481,8689,Delivered,13:55:44,2
2482,4053,Delivered,19:37:27,5
2483,6131,Delivered,12:28:03,9
2484,3245,Delivered,18:54:52,19
2485,4843,Delivered,21:02:05,18
2486,9331,Delivered,13:59:55,23
2487,5641,Delivered,14:54:13,1
2488,5781,Delivered,23:08:30,15
2489,8541,Delivered,21:57:25,28
2490,1076,Delivered,21:10:25,28
2491,2958,Delivered,18:52:19,8
2492,6753,Delivered,22:06:45,32
2493,8658,Delivered,17:31:17,4
2494,7273,Delivered,15:07:40,4
2495,4760,Delivered,17:06:44,22
2496,4863,Delivered,14:53:37,5
2497,7026,Delivered,14:12:31,12
2498,7648,Delivered,23:28:11,5
2499,7162,Delivered,20:53:46,29
2500,74,Delivered,18:55:44,29
2501,4902,Delivered,15:44:02,33
2502,4376,Delivered,13:06:50,31
2503,6699,Delivered,14:55:08,2
2504,9806,Delivered,12:07:23,13
2505,1102,Delivered,12:24:24,33
2506,9538,Delivered,22:05:56,17
2507,7656,Delivered,15:50:10,28
2508,5236,Delivered,10:44:46,7
2509,5166,Delivered,23:42:45,3
2510,119,Delivered,11:51:22,20
2511,2023,Delivered,14:42:16,11
2512,9886,Delivered,12:06:11,28
2513,2639,Delivered,16:37:19,7
2514,2035,Delivered,08:59:08,9
2515,2565,Delivered,19:36:58,20
2516,8666,Delivered,11:45:21,31
2517,3544,Delivered,10:30:24,33
2518,1220,Delivered,13:48:52,34
2519,9715,Delivered,10:53:03,11
2520,6712,Delivered,18:15:32,19
2521,2904,Delivered,16:04:06,34
2522,3027,Delivered,13:10:48,14
2523,2511,Delivered,09:18:37,6
2524,4202,Delivered,15:11:36,23
2525,3208,Delivered,08:55:45,32
2526,4490,Delivered,23:18:29,21
2527,2756,Delivered,11:59:12,9
2528,8890,Delivered,09:43:14,23
2529,178,Delivered,17:47:36,21
2530,1644,Delivered,09:18:29,24
2531,9293,Delivered,23:10:20,27
2532,3519,Delivered,11:13:56,29
2533,1375,Delivered,11:49:13,14
2534,1721,Delivered,10:33:25,23
2535,3996,Delivered,11:01:14,25
2536,3689,Delivered,17:48:08,20
2537,2265,Delivered,17:05:41,4
2538,88,Delivered,20:14:18,15
2539,2849,Delivered,14:55:05,31
2540,8688,Delivered,21:49:08,6
2541,404,Delivered,11:18:10,30
2542,9901,Delivered,22:59:10,4
2543,4078,Delivered,21:26:15,7
2544,6836,Delivered,11:42:30,4
2545,6538,Delivered,08:03:18,25
2546,2457,Delivered,09:16:59,7
2547,2752,Delivered,09:46:40,6
2548,2215,Delivered,13:47:17,1
2549,1028,Delivered,22:32:25,34
2550,9704,Delivered,22:46:56,11
2551,1422,Delivered,15:54:03,3
2552,2437,Delivered,21:02:28,13
2553,4278,Delivered,21:05:55,17
2554,9610,Delivered,15:52:01,34
2555,1279,Delivered,08:27:38,6
2556,6221,Delivered,12:39:20,23
2557,4908,Delivered,18:50:51,27
2558,5065,Delivered,10:37:46,20
2559,1979,Delivered,08:22:26,33
2560,1062,Delivered,22:27:07,13
2561,5015,Delivered,12:50:48,17
2562,4536,Delivered,20:35:31,32
2563,6994,Delivered,17:03:26,19
2564,9254,Delivered,15:35:51,23
2565,1503,Delivered,11:19:16,32
