order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
2135,16,21,Fish Curry,2024-09-12,22:02:04,Completed,319
2136,1,37,Butter Chicken,2024-06-25,22:31:43,Completed,743
2137,26,68,Butter Chicken,2024-10-24,18:22:50,Completed,594
2138,17,68,Samosa,2024-02-22,12:32:54,Completed,309
2139,3,27,Paneer Butter Masala,2024-09-06,15:53:19,Completed,602
2140,25,49,Mutton Rogan Josh,2024-01-18,10:20:31,Completed,196
2141,14,56,Dal Makhani,2024-10-15,22:09:28,Completed,323
2142,20,51,Burger,2023-05-26,10:57:14,Completed,438
2143,32,52,Butter Chicken,2024-12-30,17:23:56,Completed,654
2144,9,54,Chicken Biryani,2023-09-09,12:57:40,Completed,482
2145,24,7,Pasta Alfredo,2024-04-21,16:56:41,Completed,259
2146,19,46,Prawn Masala,2024-06-08,18:30:02,Completed,249
2147,23,43,Burger,2023-11-14,18:10:00,Completed,329
2148,18,8,Chicken Biryani,2024-06-05,13:40:33,Completed,204
2149,29,52,Pasta Alfredo,2024-09-19,17:22:39,Completed,471
2150,24,7,Dal Makhani,2024-06-13,19:07:56,Completed,679
2151,28,66,Chicken Biryani,2024-11-13,22:35:46,Completed,698
2152,5,20,Samosa,2024-01-22,15:42:45,Completed,453
2153,10,19,Dal Makhani,2023-07-21,11:39:24,Completed,583
2154,15,6,Chicken Biryani,2023-11-07,10:08:12,Completed,378
2155,27,20,Paneer Lababdar,2024-07-14,19:16:58,Completed,180
2156,5,21,Prawn Masala,2023-02-08,14:46:30,Completed,404
2157,30,22,Samosa,2024-11-19,17:07:05,Completed,530
2158,24,61,Mutton Rogan Josh,2024-08-13,18:35:56,Completed,514
2159,10,67,Fish Curry,2023-10-13,22:38:49,Completed,411
2160,2,56,Butter Chicken,2023-10-06,15:32:19,Completed,594
2161,4,39,Dal Makhani,2023-09-21,11:52:09,Completed,408
2162,15,32,Butter Chicken,2023-06-06,11:44:34,Completed,551
2163,27,52,Paneer Lababdar,2024-08-03,15:19:05,Completed,346
2164,31,9,Dal Makhani,2023-11-18,10:27:25,Completed,337
2165,27,61,Chicken Biryani,2023-12-08,15:07:19,Completed,678
2166,32,51,Chole Bhature,2023-08-08,16:27:54,Completed,473
2167,16,22,Pasta Alfredo,2023-06-13,19:20:37,Completed,264
2168,7,11,Paneer Butter Masala,2023-01-09,12:34:27,Completed,274
2169,10,7,Chicken Biryani,2024-04-27,12:02:08,Completed,555
2170,23,12,Chicken Biryani,2023-06-19,14:21:06,Completed,264
2171,3,1,Prawn Masala,2023-07-16,22:10:57,Completed,682
2172,7,35,Chole Bhature,2023-10-26,19:53:33,Completed,471
2173,9,9,Butter Chicken,2024-09-12,23:16:10,Completed,278
2174,32,29,Egg Curry,2023-10-18,10:25:54,Completed,346
2175,31,58,Pasta Alfredo,2024-06-05,14:18:41,Completed,608
2176,16,40,Fish Curry,2023-12-01,13:15:29,Completed,338
2177,3,11,Chicken Biryani,2024-08-24,11:09:06,Completed,309
2178,10,10,Mutton Rogan Josh,2023-12-07,21:20:37,Completed,673
2179,28,53,Paneer Butter Masala,2024-10-21,20:42:35,Completed,489
2180,14,61,Fish Curry,2023-02-04,15:10:25,Completed,533
2181,5,7,Chicken Biryani,2023-09-16,16:11:52,Completed,654
2182,26,42,Butter Chicken,2023-05-17,23:20:47,Completed,502
2183,12,1,Prawn Masala,2023-06-18,14:26:05,Completed,522
2184,10,6,Samosa,2023-05-24,13:32:38,Completed,464
2185,13,24,Paneer Lababdar,2023-02-09,22:00:40,Completed,531
2186,24,44,Chicken Biryani,2023-04-18,17:49:52,Completed,386
2187,14,19,Pasta Alfredo,2024-11-27,20:54:47,Completed,460
2188,26,68,Chole Bhature,2024-09-19,19:12:27,Completed,645
2189,19,69,Dal Makhani,2024-04-12,10:18:21,Completed,597
2190,5,61,Prawn Masala,2024-03-03,17:58:56,Completed,416
2191,21,29,Butter Chicken,2023-09-29,14:57:41,Completed,414
2192,17,51,Mutton Rogan Josh,2023-01-05,18:14:02,Completed,640
2193,16,51,Chicken Biryani,2024-03-16,10:04:51,Completed,728
2194,27,3,Hyderabadi Biryani,2024-10-17,22:19:49,Completed,232
2195,32,28,Hyderabadi Biryani,2024-11-08,18:18:49,Completed,420
2196,25,43,Masala Dosa,2024-07-12,20:12:00,Completed,261
2197,22,32,Butter Chicken,2023-01-22,11:08:59,Completed,353
2198,19,33,Paneer Lababdar,2023-06-15,16:13:46,Completed,550
2199,7,37,Mutton Rogan Josh,2024-07-09,21:35:40,Completed,258
2200,10,16,Prawn Masala,2023-01-04,13:04:49,Completed,363
2201,8,58,Pasta Alfredo,2023-05-05,18:49:53,Completed,656
2202,33,16,Butter Chicken,2024-11-15,19:17:50,Completed,544
2203,6,46,Masala Dosa,2024-02-02,22:12:34,Completed,198
2204,6,9,Masala Dosa,2023-05-30,15:10:33,Completed,378
2205,31,45,Chicken Biryani,2023-12-15,23:24:50,Completed,286
2206,33,52,Burger,2023-06-21,13:39:40,Completed,248
2207,15,64,Hyderabadi Biryani,2024-04-13,16:20:41,Completed,383
2208,3,5,Butter Chicken,2023-07-12,10:36:22,Completed,561
2209,22,54,Egg Curry,2023-01-08,15:55:29,Completed,317
2210,7,67,Hyderabadi Biryani,2023-04-30,19:08:30,Completed,746
2211,22,16,Chole Bhature,2023-02-03,22:53:40,Completed,431
2212,20,69,Prawn Masala,2024-03-11,14:02:54,Completed,236
2213,20,18,Egg Curry,2023-09-22,23:24:09,Completed,528
2214,27,10,Hyderabadi Biryani,2024-01-08,11:31:19,Completed,596
2215,2,4,Mutton Rogan Josh,2023-12-02,12:45:05,Completed,717
2216,7,47,Paneer Butter Masala,2023-04-08,14:49:21,Completed,306
2217,12,28,Chole Bhature,2023-03-22,13:03:17,Completed,743
2218,6,71,Samosa,2024-08-14,23:44:34,Completed,745
2219,20,13,Samosa,2024-02-18,22:59:02,Completed,610
2220,6,43,Mutton Rogan Josh,2023-02-23,12:04:06,Completed,184
2221,7,62,Chicken Biryani,2024-04-25,22:23:25,Completed,289
2222,17,21,Chole Bhature,2024-07-28,22:15:05,Completed,352
2223,12,14,Fish Curry,2023-01-18,17:13:46,Completed,353
2224,33,31,Paneer Lababdar,2023-01-06,20:33:56,Completed,372
2225,32,71,Burger,2023-03-02,16:13:39,Completed,377
2226,19,45,Masala Dosa,2024-02-19,19:26:58,Completed,474
2227,18,32,Chole Bhature,2023-05-08,21:26:16,Completed,689
2228,1,15,Paneer Lababdar,2024-08-27,13:47:16,Completed,368
2229,8,32,Masala Dosa,2024-12-29,10:14:15,Completed,253
2230,26,18,Burger,2023-10-11,11:36:00,Completed,293
2231,1,53,Paneer Butter Masala,2023-12-16,13:28:09,Completed,306
2232,24,42,Paneer Lababdar,2024-01-23,20:33:43,Completed,634
2233,13,19,Burger,2024-02-03,15:12:55,Completed,681
2234,32,36,Paneer Lababdar,2023-02-20,14:00:27,Completed,342
2235,4,8,Egg Curry,2024-04-14,18:18:13,Completed,293
2236,19,19,Mutton Rogan Josh,2023-10-14,12:27:49,Completed,664
2237,5,59,Pasta Alfredo,2023-11-07,20:14:28,Completed,462
2238,31,50,Mutton Rogan Josh,2023-06-14,17:14:28,Completed,197
2239,16,63,Paneer Lababdar,2023-08-13,18:32:41,Completed,292
2240,18,48,Hyderabadi Biryani,2023-09-18,21:06:17,Completed,497
2241,26,3,Paneer Butter Masala,2024-08-03,11:15:57,Completed,438
2242,16,68,Samosa,2023-07-07,20:31:33,Completed,332
2243,2,42,Dal Makhani,2024-12-07,22:35:26,Completed,529
2244,1,62,Burger,2023-07-11,11:46:19,Completed,437
2245,18,26,Fish Curry,2024-02-16,20:53:38,Completed,545
2246,7,49,Butter Chicken,2024-10-01,13:56:15,Completed,226
2247,22,46,Butter Chicken,2023-09-04,18:21:31,Completed,621
2248,2,10,Paneer Butter Masala,2024-08-01,12:14:26,Completed,389
2249,30,53,Hyderabadi Biryani,2023-03-16,11:43:35,Completed,318
2250,15,28,Burger,2024-01-15,11:02:16,Completed,598
2251,8,36,Fish Curry,2024-08-25,17:57:13,Completed,528
2252,16,16,Paneer Butter Masala,2023-09-14,22:38:34,Completed,225
2253,31,36,Hyderabadi Biryani,2023-06-21,20:48:44,Completed,681
2254,14,53,Samosa,2023-12-05,11:05:32,Completed,414
2255,18,1,Paneer Lababdar,2024-12-14,15:59:22,Completed,749
2256,11,4,Egg Curry,2023-04-10,20:36:01,Completed,377
2257,12,21,Burger,2023-02-16,21:11:12,Completed,382
2258,9,38,Butter Chicken,2023-03-04,20:28:14,Completed,317
2259,3,16,Egg Curry,2023-07-29,15:40:48,Completed,622
2260,10,9,Prawn Masala,2023-06-12,17:24:00,Completed,563
2261,3,69,Masala Dosa,2024-12-01,23:57:26,Completed,266
2262,11,28,Paneer Butter Masala,2023-06-07,16:06:27,Completed,350
2263,18,67,Egg Curry,2024-07-22,20:33:57,Completed,517
2264,29,21,Prawn Masala,2024-08-31,18:42:36,Completed,639
2265,28,23,Chole Bhature,2024-03-31,14:20:16,Completed,399
2266,2,26,Paneer Lababdar,2023-10-30,16:49:34,Completed,273
2267,8,17,Samosa,2023-02-25,13:47:44,Completed,295
2268,31,51,Samosa,2024-10-27,19:45:47,Completed,234
2269,12,69,Samosa,2023-08-26,22:08:15,Completed,700
2270,5,31,Hyderabadi Biryani,2024-07-19,11:21:33,Completed,275
2271,17,34,Pasta Alfredo,2024-07-16,12:52:11,Completed,617
2272,32,27,Masala Dosa,2023-08-14,21:40:05,Completed,331
2273,29,10,Paneer Lababdar,2024-10-11,18:05:47,Completed,651
2274,11,36,Prawn Masala,2023-12-12,10:02:48,Completed,207
2275,2,4,Paneer Butter Masala,2023-11-27,12:48:47,Completed,263
2276,6,25,Butter Chicken,2023-04-11,17:50:57,Completed,560
2277,4,4,Egg Curry,2023-06-03,15:20:24,Completed,696
2278,19,38,Mutton Rogan Josh,2023-06-13,11:34:52,Completed,732
2279,31,37,Butter Chicken,2024-06-18,22:04:09,Completed,475
2280,33,6,Pasta Alfredo,2024-01-24,17:02:32,Completed,658
2281,2,6,Chole Bhature,2023-02-20,10:42:16,Completed,566
2282,23,44,Paneer Butter Masala,2024-01-06,21:33:17,Completed,333
2283,26,49,Chole Bhature,2023-05-06,13:26:09,Completed,703
2284,15,42,Pasta Alfredo,2024-11-08,10:23:19,Completed,564
2285,3,71,Egg Curry,2023-02-10,20:30:03,Completed,392
2286,16,53,Chole Bhature,2024-09-20,18:29:39,Completed,197
2287,12,17,Paneer Butter Masala,2023-03-04,14:51:03,Completed,581
2288,17,68,Paneer Butter Masala,2024-07-23,18:47:00,Completed,444
2289,12,71,Butter Chicken,2024-05-25,13:33:12,Completed,372
2290,5,52,Mutton Rogan Josh,2023-09-06,12:43:04,Completed,589
2291,19,22,Hyderabadi Biryani,2024-08-08,20:42:42,Completed,597
2292,20,21,Chicken Biryani,2023-09-06,16:48:45,Completed,557
2293,28,28,Paneer Butter Masala,2023-11-14,22:16:05,Completed,221
2294,25,38,Fish Curry,2024-02-04,12:22:48,Completed,477
2295,3,24,Paneer Lababdar,2023-08-23,21:43:23,Completed,736
2296,12,38,Burger,2023-01-24,20:05:30,Completed,495
2297,27,36,Prawn Masala,2023-10-25,18:36:52,Completed,697
2298,2,29,Egg Curry,2023-04-22,15:15:35,Completed,711
2299,12,36,Pasta Alfredo,2023-05-18,17:39:53,Completed,528
2300,3,38,Fish Curry,2024-10-16,10:54:18,Completed,389
2301,14,27,Dal Makhani,2023-12-30,13:53:33,Completed,502
2302,8,51,Egg Curry,2023-08-16,22:09:51,Completed,272
2303,7,59,Hyderabadi Biryani,2024-04-22,21:56:50,Completed,737
2304,4,26,Burger,2024-08-30,11:40:43,Completed,684
2305,14,18,Paneer Lababdar,2024-10-21,15:14:02,Completed,215
2306,5,11,Samosa,2024-09-18,22:32:31,Completed,578
2307,7,60,Hyderabadi Biryani,2024-02-21,22:35:46,Completed,188
2308,1,24,Burger,2023-01-28,22:01:37,Completed,522
2309,27,15,Hyderabadi Biryani,2023-05-11,23:38:33,Completed,430
2310,25,43,Butter Chicken,2024-10-14,21:31:16,Completed,302
2311,27,1,Samosa,2024-09-27,20:13:25,Completed,534
2312,9,8,Paneer Butter Masala,2023-11-15,19:04:51,Completed,718
2313,19,14,Hyderabadi Biryani,2023-10-27,13:14:25,Completed,668
2314,22,4,Chole Bhature,2023-05-23,22:26:12,Completed,341
2315,14,65,Masala Dosa,2023-03-17,13:28:17,Completed,525
2316,27,10,Paneer Butter Masala,2023-09-19,10:44:47,Completed,313
2317,27,6,Prawn Masala,2024-01-11,20:01:49,Completed,423
2318,32,51,Paneer Lababdar,2024-03-21,22:47:02,Completed,278
2319,8,17,Paneer Lababdar,2023-01-19,10:12:55,Completed,712
2320,14,47,Paneer Lababdar,2024-02-12,19:05:52,Completed,575
2321,10,59,Paneer Butter Masala,2023-11-25,21:13:06,Completed,403
2322,17,44,Pasta Alfredo,2023-02-23,23:27:32,Completed,367
2323,28,14,Butter Chicken,2024-10-03,23:31:27,Completed,326
2324,14,68,Prawn Masala,2023-09-28,14:47:02,Completed,427
2325,20,71,Chicken Biryani,2024-06-24,17:49:12,Completed,485
2326,16,62,Prawn Masala,2024-11-14,18:47:57,Completed,319
2327,27,6,Burger,2023-08-28,20:23:39,Completed,234
2328,7,48,Butter Chicken,2024-12-08,21:01:38,Completed,699
2329,24,9,Dal Makhani,2023-10-24,14:36:11,Completed,643
2330,17,22,Paneer Lababdar,2024-09-04,21:36:39,Completed,564
2331,19,71,Fish Curry,2024-09-11,22:38:47,Completed,271
2332,19,19,Hyderabadi Biryani,2024-01-10,19:24:40,Completed,434
2333,10,43,Chole Bhature,2023-04-16,14:01:49,Completed,497
2334,13,23,Samosa,2023-07-14,11:11:53,Completed,481
2335,10,56,Paneer Lababdar,2024-07-31,18:03:26,Completed,203
2336,31,20,Paneer Lababdar,2024-10-17,11:29:48,Completed,211
2337,29,23,Egg Curry,2023-08-10,14:35:46,Completed,712
2338,15,42,Fish Curry,2024-11-09,19:58:23,Completed,712
2339,9,3,Prawn Masala,2023-10-19,23:00:57,Completed,597
2340,8,19,Samosa,2024-12-12,19:39:27,Completed,210
2341,10,52,Chole Bhature,2024-01-03,18:43:09,Completed,452
2342,6,71,Paneer Lababdar,2024-08-09,16:22:26,Completed,401
2343,1,62,Dal Makhani,2024-03-12,11:43:53,Completed,374
2344,21,44,Samosa,2023-05-04,14:53:12,Completed,588
2345,10,31,Chole Bhature,2023-11-15,23:32:17,Completed,210
2346,11,62,Dal Makhani,2023-08-18,10:00:42,Completed,624
2347,26,50,Paneer Butter Masala,2023-02-26,11:53:48,Completed,695
2348,13,10,Paneer Butter Masala,2024-11-15,13:52:39,Completed,206
2349,4,9,Paneer Lababdar,2024-06-24,10:39:41,Completed,262
2350,19,10,Prawn Masala,2023-11-26,10:29:26,Completed,714
2351,13,57,Fish Curry,2024-02-26,20:09:03,Completed,405
2352,18,35,Chicken Biryani,2024-05-22,17:28:38,Completed,580
2353,11,8,Egg Curry,2024-04-04,12:46:25,Completed,313
2354,9,45,Chicken Biryani,2024-07-22,22:05:47,Completed,665
2355,25,7,Masala Dosa,2024-08-01,21:59:38,Completed,449
2356,2,51,Samosa,2024-06-20,20:34:16,Completed,379
2357,13,26,Butter Chicken,2023-08-26,11:59:08,Completed,546
2358,11,26,Pasta Alfredo,2024-02-15,11:29:34,Completed,655
2359,1,27,Prawn Masala,2023-06-18,20:06:05,Completed,347
2360,1,49,Paneer Butter Masala,2023-08-13,22:27:15,Completed,505
2361,9,60,Butter Chicken,2024-07-13,19:22:24,Completed,374
2362,14,58,Paneer Butter Masala,2024-11-14,18:18:19,Completed,230
2363,11,42,Chicken Biryani,2023-05-25,23:25:18,Completed,224
2364,7,56,Mutton Rogan Josh,2023-10-19,10:15:28,Completed,436
2365,7,51,Butter Chicken,2024-07-01,11:59:09,Completed,691
2366,33,22,Samosa,2023-07-11,11:00:53,Completed,274
2367,32,69,Prawn Masala,2023-07-06,11:40:12,Completed,711
2368,27,22,Chole Bhature,2024-07-13,15:47:53,Completed,628
2369,15,55,Prawn Masala,2023-08-26,23:52:34,Completed,297
2370,33,23,Hyderabadi Biryani,2024-11-28,15:26:01,Completed,414
2371,29,3,Butter Chicken,2024-12-20,19:34:46,Completed,592
2372,8,59,Butter Chicken,2024-12-17,10:25:55,Completed,421
2373,26,67,Dal Makhani,2023-05-31,23:50:00,Completed,182
2374,25,70,Masala Dosa,2023-03-28,20:53:10,Completed,409
2375,23,42,Fish Curry,2023-06-13,11:25:43,Completed,195
2376,22,70,Butter Chicken,2023-04-18,20:16:25,Completed,333
2377,5,67,Fish Curry,2023-06-28,11:36:08,Completed,587
2378,30,6,Hyderabadi Biryani,2024-08-27,18:49:43,Completed,420
2379,28,70,Mutton Rogan Josh,2024-07-13,23:01:10,Completed,218
2380,22,5,Chole Bhature,2024-12-09,21:14:42,Completed,623
2381,17,65,Mutton Rogan Josh,2024-10-25,12:19:56,Completed,525
2382,33,71,Fish Curry,2023-03-09,20:05:18,Completed,642
2383,33,59,Dal Makhani,2023-02-06,21:41:28,Completed,545
2384,12,31,Samosa,2024-07-11,16:28:24,Completed,380
2385,12,4,Samosa,2024-09-22,17:17:24,Completed,245
2386,30,64,Chole Bhature,2024-06-28,17:24:34,Completed,626
2387,33,64,Egg Curry,2023-06-07,23:53:08,Completed,708
2388,13,64,Egg Curry,2023-02-09,22:41:34,Completed,716
2389,1,52,Fish Curry,2023-07-10,20:40:50,Completed,557
2390,4,35,Samosa,2023-01-31,20:57:55,Completed,579
2391,25,43,Fish Curry,2024-04-12,19:02:01,Completed,351
2392,18,70,Masala Dosa,2023-12-17,23:23:17,Completed,366
2393,26,59,Chole Bhature,2024-02-08,13:08:22,Completed,481
2394,12,32,Fish Curry,2023-05-17,20:34:47,Completed,455
2395,26,29,Prawn Masala,2023-07-19,18:57:59,Completed,285
2396,22,52,Masala Dosa,2023-09-24,11:43:43,Completed,371
2397,22,62,Masala Dosa,2023-12-18,16:10:36,Completed,593
2398,15,29,Pasta Alfredo,2024-06-26,19:50:43,Completed,284
2399,15,65,Paneer Butter Masala,2024-07-27,21:25:23,Completed,206
2400,32,67,Mutton Rogan Josh,2024-01-31,23:35:20,Completed,508
2401,32,37,Prawn Masala,2023-09-25,13:00:12,Completed,302
2402,33,10,Samosa,2023-04-26,17:38:30,Completed,228
2403,13,67,Prawn Masala,2024-12-22,15:37:15,Completed,218
2404,6,47,Burger,2024-02-08,14:05:20,Completed,644
2405,7,42,Prawn Masala,2023-12-02,13:06:13,Completed,554
2406,14,54,Butter Chicken,2024-06-21,11:15:51,Completed,638
2407,21,6,Chicken Biryani,2024-09-27,14:54:09,Completed,470
2408,6,5,Dal Makhani,2023-12-29,12:29:24,Completed,721
2409,8,68,Butter Chicken,2024-07-28,10:38:46,Completed,669
2410,1,35,Pasta Alfredo,2023-05-13,13:54:32,Completed,536
2411,26,21,Samosa,2023-05-21,15:35:51,Completed,606
2412,4,42,Prawn Masala,2024-08-20,18:26:50,Completed,731
2413,29,36,Mutton Rogan Josh,2023-06-21,12:31:45,Completed,702
2414,22,36,Hyderabadi Biryani,2024-10-09,15:46:37,Completed,552
2415,21,37,Masala Dosa,2024-05-29,12:19:39,Completed,264
2416,28,43,Chicken Biryani,2023-05-20,23:00:56,Completed,223
2417,10,40,Pasta Alfredo,2024-10-16,13:37:41,Completed,254
2418,16,17,Fish Curry,2023-04-29,22:20:55,Completed,250
2419,14,1,Pasta Alfredo,2023-12-15,17:02:33,Completed,615
2420,12,13,Mutton Rogan Josh,2023-11-07,14:54:33,Completed,572
2421,25,63,Masala Dosa,2024-05-26,23:44:59,Completed,613
2422,29,57,Egg Curry,2023-10-27,20:26:09,Completed,312
2423,24,66,Egg Curry,2024-12-21,12:58:23,Completed,394
2424,5,68,Burger,2023-06-27,21:34:51,Completed,316
2425,13,9,Masala Dosa,2023-07-24,19:09:56,Completed,492
2426,6,8,Paneer Lababdar,2023-01-09,11:33:15,Completed,448
2427,32,21,Burger,2024-07-20,17:22:01,Completed,349
2428,31,52,Hyderabadi Biryani,2024-12-24,11:42:29,Completed,365
2429,23,62,Butter Chicken,2023-11-25,14:47:23,Completed,452
2430,31,18,Paneer Lababdar,2023-06-08,23:36:02,Completed,325
2431,6,66,Prawn Masala,2024-11-16,21:29:24,Completed,426
2432,7,51,Chicken Biryani,2024-07-16,23:11:45,Completed,303
2433,31,23,Paneer Butter Masala,2024-04-13,20:13:12,Completed,402
2434,12,4,Pasta Alfredo,2023-07-06,12:09:36,Completed,399
2435,27,22,Paneer Butter Masala,2024-03-13,22:20:42,Completed,257
2436,20,31,Hyderabadi Biryani,2024-07-17,12:15:57,Completed,512
2437,24,32,Dal Makhani,2024-08-14,23:57:34,Completed,507
2438,20,35,Paneer Lababdar,2023-05-06,17:46:41,Completed,684
2439,15,21,Dal Makhani,2024-02-07,14:15:01,Completed,520
2440,17,33,Chole Bhature,2024-05-25,19:45:46,Completed,364
2441,29,57,Chicken Biryani,2023-07-11,19:11:28,Completed,345
2442,4,43,Burger,2024-11-13,19:29:48,Completed,689
2443,8,28,Butter Chicken,2024-12-25,23:20:08,Completed,711
2444,16,17,Masala Dosa,2023-01-29,22:43:48,Completed,317
2445,24,51,Egg Curry,2023-02-25,18:12:11,Completed,225
2446,17,71,Butter Chicken,2024-09-13,22:43:56,Completed,711
2447,33,65,Prawn Masala,2024-08-05,17:22:43,Completed,561
2448,33,46,Masala Dosa,2023-08-31,20:34:25,Completed,221
2449,13,3,Mutton Rogan Josh,2023-11-06,13:59:24,Completed,508
2450,8,59,Paneer Butter Masala,2023-12-22,23:55:10,Completed,275
2451,2,20,Fish Curry,2024-08-14,12:49:59,Completed,536
2452,2,12,Mutton Rogan Josh,2023-07-23,17:17:41,Completed,377
2453,4,26,Samosa,2023-01-06,19:26:30,Completed,395
2454,32,12,Chole Bhature,2023-04-28,12:25:03,Completed,335
2455,8,27,Masala Dosa,2023-05-01,23:43:59,Completed,599
2456,30,18,Chicken Biryani,2023-04-28,19:49:47,Completed,298
2457,8,49,Paneer Lababdar,2023-04-18,12:58:11,Completed,303
2458,3,58,Masala Dosa,2023-12-18,20:47:59,Completed,628
2459,16,26,Samosa,2024-09-29,21:46:13,Completed,480
2460,13,56,Paneer Lababdar,2023-12-12,13:34:00,Completed,646
2461,20,67,Paneer Butter Masala,2023-06-03,22:50:18,Completed,282
2462,6,37,Chicken Biryani,2024-07-25,20:25:40,Completed,323
2463,22,2,Chole Bhature,2024-11-11,15:08:09,Completed,473
2464,25,17,Chicken Biryani,2024-08-28,13:44:54,Completed,538
2465,25,9,Dal Makhani,2024-11-01,10:51:59,Completed,533
2466,9,64,Prawn Masala,2023-01-18,22:06:14,Completed,301
2467,10,36,Burger,2024-03-10,15:35:20,Completed,555
2468,25,40,Dal Makhani,2023-05-14,13:54:01,Completed,256
2469,10,4,Masala Dosa,2024-05-08,10:27:07,Completed,345
2470,31,30,Hyderabadi Biryani,2024-05-21,14:03:10,Completed,242
2471,29,11,Paneer Lababdar,2024-03-12,23:37:01,Completed,413
2472,9,17,Prawn Masala,2023-10-16,18:41:57,Completed,530
2473,21,34,Prawn Masala,2023-06-12,23:56:43,Completed,407
2474,19,5,Burger,2023-03-02,11:01:39,Completed,595
2475,32,58,Pasta Alfredo,2024-03-09,22:19:39,Completed,559
2476,29,45,Pasta Alfredo,2023-10-19,16:53:11,Completed,437
2477,31,14,Masala Dosa,2023-09-15,17:27:00,Completed,225
2478,4,16,Dal Makhani,2024-06-10,11:02:13,Completed,602
2479,15,13,Butter Chicken,2024-02-13,14:48:05,Completed,345
2480,28,67,Chicken Biryani,2024-07-11,10:33:06,Completed,638
2481,7,19,Chole Bhature,2023-02-01,23:46:06,Completed,242
2482,30,11,Burger,2024-06-04,10:26:28,Completed,432
2483,4,60,Egg Curry,2023-08-23,15:05:03,Completed,549
2484,18,63,Mutton Rogan Josh,2023-07-24,22:25:11,Completed,381
2485,2,3,Chole Bhature,2024-03-21,12:22:34,Completed,543
2486,29,55,Egg Curry,2024-03-15,19:16:31,Completed,389
2487,8,1,Pasta Alfredo,2023-07-23,20:51:55,Completed,592
2488,11,57,Samosa,2023-09-18,23:27:56,Completed,627
2489,10,11,Pasta Alfredo,2024-08-22,11:33:15,Completed,666
2490,2,5,Chicken Biryani,2023-09-30,16:26:27,Completed,498
2491,22,4,Dal Makhani,2023-03-11,22:07:03,Completed,677
2492,30,16,Samosa,2023-09-16,10:01:47,Completed,421
2493,5,35,Chole Bhature,2023-01-04,15:15:42,Completed,504
2494,12,6,Mutton Rogan Josh,2024-09-17,19:32:02,Completed,484
2495,32,51,Dal Makhani,2024-09-12,18:31:40,Completed,246
2496,13,60,Chole Bhature,2024-03-25,20:07:52,Completed,571
2497,19,14,Paneer Lababdar,2024-01-27,11:09:13,Completed,473
2498,4,63,Butter Chicken,2024-08-07,14:15:14,Completed,510
2499,28,24,Burger,2024-12-06,18:42:37,Completed,476
2500,8,58,Dal Makhani,2023-01-16,11:45:52,Completed,349
2501,28,18,Chicken Biryani,2023-08-08,17:03:32,Completed,733
2502,11,14,Paneer Butter Masala,2024-02-25,10:53:10,Completed,445
2503,7,70,Dal Makhani,2023-03-27,13:23:43,Completed,705
2504,33,58,Samosa,2023-05-31,11:05:28,Completed,730
2505,33,38,Samosa,2024-11-08,18:01:52,Completed,739
2506,26,34,Mutton Rogan Josh,2024-07-01,12:10:48,Completed,642
2507,23,67,Hyderabadi Biryani,2023-08-27,19:28:32,Completed,628
2508,1,70,Masala Dosa,2023-03-05,22:01:16,Completed,227
2509,27,61,Pasta Alfredo,2024-04-29,20:05:53,Completed,373
2510,25,11,Mutton Rogan Josh,2024-09-01,16:05:48,Completed,341
2511,33,64,Fish Curry,2024-08-27,14:50:10,Completed,613
2512,33,20,Butter Chicken,2024-02-06,19:42:59,Completed,231
2513,18,6,Chole Bhature,2023-12-30,13:45:07,Completed,270
2514,28,15,Pasta Alfredo,2024-03-13,10:31:57,Completed,434
2515,12,63,Mutton Rogan Josh,2024-11-21,22:44:35,Completed,409
2516,22,49,Pasta Alfredo,2023-04-20,22:59:29,Completed,587
2517,12,38,Fish Curry,2023-02-16,19:59:26,Completed,565
2518,25,70,Burger,2023-09-29,19:27:01,Completed,643
2519,33,40,Masala Dosa,2023-03-08,17:00:09,Completed,526
2520,7,50,Masala Dosa,2023-06-13,15:37:48,Completed,596
2521,18,70,Hyderabadi Biryani,2023-05-09,10:32:36,Completed,452
2522,26,69,Egg Curry,2024-05-28,13:39:02,Completed,320
2523,17,51,Butter Chicken,2023-06-04,22:33:28,Completed,249
2524,28,3,Chole Bhature,2023-03-06,11:19:04,Completed,295
2525,16,46,Fish Curry,2024-09-06,20:52:10,Completed,597
2526,7,30,Burger,2024-05-01,21:26:57,Completed,529
2527,12,32,Chicken Biryani,2023-09-18,15:35:32,Completed,590
2528,22,3,Samosa,2023-06-19,15:58:17,Completed,687
2529,10,34,Paneer Butter Masala,2024-09-23,11:27:20,Completed,377
2530,19,36,Chicken Biryani,2024-08-03,16:25:54,Completed,661
2531,31,9,Dal Makhani,2024-06-12,12:44:16,Completed,731
2532,3,70,Hyderabadi Biryani,2023-01-03,23:25:29,Completed,328
2533,7,35,Paneer Butter Masala,2024-03-29,14:26:33,Completed,411
2534,21,24,Samosa,2024-02-08,20:24:16,Completed,612
2535,16,51,Egg Curry,2024-09-25,18:28:19,Completed,570
2536,20,12,Pasta Alfredo,2023-12-15,19:16:20,Completed,293
2537,8,18,Egg Curry,2024-09-05,20:11:03,Completed,549
2538,16,49,Samosa,2024-12-12,10:22:07,Completed,665
2539,6,55,Fish Curry,2023-03-05,13:53:38,Completed,748
